neighbourhood,period,airbnb_price(€),n_airbnb_listings,availability_365,airbnb_ratio_business,airbnb_professional_ratio,airbnb_mega_host_ratio
Sant Andreu,2015-04-01,53.22641509433962,53,298.2830188679245,0.5471698113207547,0.1320754716981132,0.0
Sant Andreu,2015-07-01,50.184615384615384,65,294.1384615384615,0.49230769230769234,0.1076923076923077,0.0
Sant Andreu,2015-10-01,48.53125,64,281.578125,0.484375,0.078125,0.0
Sant Andreu,2016-01-01,48.58571428571429,70,264.6857142857143,0.45714285714285713,0.07142857142857142,0.0
Sant Andreu,2016-10-01,55.61538461538461,65,202.2923076923077,0.49230769230769234,0.12307692307692308,0.0
Sant Andreu,2017-01-01,53.43076923076923,65,213.0,0.47692307692307695,0.12307692307692308,0.0
Sant Andreu,2017-04-01,62.166666666666664,78,199.4102564102564,0.41025641025641024,0.10256410256410256,0.0
Sant Andreu,2017-07-01,69.97014925373135,67,174.83582089552237,0.373134328358209,0.13432835820895522,0.0
Sant Andreu,2017-10-01,62.733333333333334,75,177.24,0.36,0.10666666666666667,0.0
Sant Andreu,2018-01-01,62.647887323943664,71,181.04225352112675,0.352112676056338,0.04225352112676056,0.0
Sant Andreu,2018-04-01,100.01369863013699,73,152.17808219178082,0.3698630136986301,0.1095890410958904,0.0
Sant Andreu,2018-07-01,97.83116883116882,77,182.07792207792207,0.2727272727272727,0.03896103896103896,0.0
Sant Andreu,2018-10-01,91.25,80,194.35,0.3125,0.0625,0.0
Sant Andreu,2019-01-01,95.45588235294117,68,223.4558823529412,0.36764705882352944,0.1323529411764706,0.0
Sant Andreu,2019-04-01,111.2063492063492,63,160.06349206349208,0.3333333333333333,0.14285714285714285,0.0
Sant Andreu,2019-07-01,114.27397260273973,73,150.57534246575344,0.3561643835616438,0.1232876712328767,0.0136986301369863
Sant Andreu,2019-10-01,103.79452054794521,73,176.67123287671234,0.3287671232876712,0.136986301369863,0.0136986301369863
Sant Andreu,2020-01-01,74.52873563218391,87,169.2183908045977,0.3218390804597701,0.14942528735632185,0.022988505747126436
Sant Andreu,2020-04-01,52.03529411764706,85,159.6235294117647,0.29411764705882354,0.15294117647058825,0.03529411764705882
Sant Andreu,2020-07-01,52.870588235294115,85,166.42352941176472,0.32941176470588235,0.1411764705882353,0.03529411764705882
Sant Andreu,2020-10-01,80.0246913580247,81,182.14814814814815,0.3950617283950617,0.16049382716049382,0.04938271604938271
Sant Andreu,2021-01-01,68.18897637795276,127,195.25984251968504,0.3937007874015748,0.15748031496062992,0.031496062992125984
Sant Antoni,2015-04-01,75.80335365853658,656,274.3501529051988,0.5716463414634146,0.18445121951219512,0.01676829268292683
Sant Antoni,2015-07-01,73.15727391874181,763,266.25688073394497,0.5242463958060288,0.16120576671035386,0.00655307994757536
Sant Antoni,2015-10-01,78.24313186813187,728,286.70604395604397,0.5398351648351648,0.15934065934065933,0.01098901098901099
Sant Antoni,2016-01-01,73.07978723404256,752,288.2526595744681,0.523936170212766,0.15558510638297873,0.010638297872340425
Sant Antoni,2016-10-01,78.94004524886878,884,232.9106334841629,0.4762443438914027,0.166289592760181,0.012443438914027148
Sant Antoni,2017-01-01,77.50274423710209,911,223.81009879253568,0.47530186608122943,0.17672886937431395,0.029637760702524697
Sant Antoni,2017-04-01,87.0554347826087,920,193.83152173913044,0.48478260869565215,0.1815217391304348,0.04021739130434782
Sant Antoni,2017-07-01,88.67659137577002,974,193.4034907597536,0.4671457905544148,0.14681724845995894,0.039014373716632446
Sant Antoni,2017-10-01,91.54115226337449,972,200.8230452674897,0.4567901234567901,0.15432098765432098,0.043209876543209874
Sant Antoni,2018-01-01,86.30745658835546,979,197.902962206333,0.46782431052093976,0.16956077630234934,0.04290091930541369
Sant Antoni,2018-04-01,86.79876796714579,974,167.8028747433265,0.47125256673511295,0.17967145790554415,0.04004106776180698
Sant Antoni,2018-07-01,87.2578947368421,950,176.66947368421052,0.4326315789473684,0.1936842105263158,0.0431578947368421
Sant Antoni,2018-10-01,168.50103950103951,962,187.78170478170478,0.4553014553014553,0.23180873180873182,0.04885654885654886
Sant Antoni,2019-01-01,174.1431718061674,908,188.69383259911893,0.4834801762114537,0.2301762114537445,0.05837004405286344
Sant Antoni,2019-04-01,183.4072447859495,911,176.79912184412734,0.48957189901207465,0.24478594950603733,0.06695938529088913
Sant Antoni,2019-07-01,234.87742594484166,979,174.95812053115424,0.4647599591419816,0.24514811031664965,0.08375893769152196
Sant Antoni,2019-10-01,230.68979187314173,1009,177.90882061446976,0.4836471754212091,0.24083250743310208,0.07928642220019821
Sant Antoni,2020-01-01,244.96890184645287,1029,187.6044703595724,0.4936831875607386,0.24101068999028183,0.0826044703595724
Sant Antoni,2020-04-01,254.8088930936613,1057,206.0898770104068,0.49290444654683063,0.2507095553453169,0.09744560075685904
Sant Antoni,2020-07-01,199.29902912621358,1030,183.026213592233,0.49514563106796117,0.24563106796116504,0.10582524271844661
Sant Antoni,2020-10-01,75.84077079107504,986,180.079107505071,0.4949290060851927,0.2768762677484787,0.0973630831643002
Sant Antoni,2021-01-01,79.36434977578476,1784,188.39237668161434,0.5151345291479821,0.2881165919282511,0.09417040358744394
Sant Genís dels Agudells,2015-04-01,52.125,8,318.125,0.5,0.0,0.0
Sant Genís dels Agudells,2015-07-01,80.15384615384616,13,273.15384615384613,0.6153846153846154,0.0,0.0
Sant Genís dels Agudells,2015-10-01,62.72727272727273,11,311.0,0.6363636363636364,0.0,0.0
Sant Genís dels Agudells,2016-01-01,60.833333333333336,12,290.5833333333333,0.6666666666666666,0.0,0.0
Sant Genís dels Agudells,2016-10-01,65.07692307692308,13,252.69230769230768,0.5384615384615384,0.0,0.0
Sant Genís dels Agudells,2017-01-01,60.57142857142857,14,201.64285714285714,0.5,0.0,0.0
Sant Genís dels Agudells,2017-04-01,67.26315789473684,19,237.68421052631578,0.5263157894736842,0.0,0.0
Sant Genís dels Agudells,2017-07-01,71.25,24,263.9583333333333,0.5833333333333334,0.0,0.0
Sant Genís dels Agudells,2017-10-01,52.0,18,242.77777777777777,0.3888888888888889,0.0,0.0
Sant Genís dels Agudells,2018-01-01,62.08695652173913,23,261.1304347826087,0.5217391304347826,0.0,0.0
Sant Genís dels Agudells,2018-04-01,73.64,25,184.08,0.4,0.0,0.0
Sant Genís dels Agudells,2018-07-01,59.46153846153846,26,203.73076923076923,0.2692307692307692,0.0,0.0
Sant Genís dels Agudells,2018-10-01,61.55,20,200.6,0.3,0.0,0.0
Sant Genís dels Agudells,2019-01-01,58.130434782608695,23,195.47826086956522,0.34782608695652173,0.0,0.0
Sant Genís dels Agudells,2019-04-01,61.27777777777778,18,211.11111111111111,0.1111111111111111,0.0,0.0
Sant Genís dels Agudells,2019-07-01,61.6,20,222.05,0.15,0.0,0.0
Sant Genís dels Agudells,2019-10-01,64.46428571428571,28,224.07142857142858,0.2857142857142857,0.0,0.0
Sant Genís dels Agudells,2020-01-01,58.857142857142854,28,226.53571428571428,0.25,0.0,0.0
Sant Genís dels Agudells,2020-04-01,60.166666666666664,24,211.45833333333334,0.16666666666666666,0.0,0.0
Sant Genís dels Agudells,2020-07-01,61.625,24,219.66666666666666,0.16666666666666666,0.0,0.0
Sant Genís dels Agudells,2020-10-01,72.29411764705883,17,158.47058823529412,0.11764705882352941,0.0,0.0
Sant Genís dels Agudells,2021-01-01,184.0,32,227.59375,0.125,0.0,0.0
Sant Gervasi - Galvany,2015-04-01,112.55092592592592,216,295.962962962963,0.6481481481481481,0.25462962962962965,0.07407407407407407
Sant Gervasi - Galvany,2015-07-01,106.1423076923077,260,285.6923076923077,0.6115384615384616,0.20384615384615384,0.057692307692307696
Sant Gervasi - Galvany,2015-10-01,109.61603375527426,237,293.30801687763716,0.620253164556962,0.189873417721519,0.012658227848101266
Sant Gervasi - Galvany,2016-01-01,100.24324324324324,259,305.27027027027026,0.6486486486486487,0.16602316602316602,0.003861003861003861
Sant Gervasi - Galvany,2016-10-01,122.24907063197026,269,252.71375464684016,0.6468401486988847,0.21189591078066913,0.08550185873605948
Sant Gervasi - Galvany,2017-01-01,124.09364548494983,299,248.90635451505017,0.6187290969899666,0.2140468227424749,0.09364548494983277
Sant Gervasi - Galvany,2017-04-01,128.7797619047619,336,216.1279761904762,0.6041666666666666,0.23809523809523808,0.10714285714285714
Sant Gervasi - Galvany,2017-07-01,135.09615384615384,364,211.3131868131868,0.5989010989010989,0.28846153846153844,0.12362637362637363
Sant Gervasi - Galvany,2017-10-01,123.5738255033557,298,211.61744966442953,0.5604026845637584,0.24496644295302014,0.1342281879194631
Sant Gervasi - Galvany,2018-01-01,119.66071428571429,336,222.82142857142858,0.6190476190476191,0.3333333333333333,0.12202380952380952
Sant Gervasi - Galvany,2018-04-01,120.21364985163204,337,198.92581602373886,0.599406528189911,0.36795252225519287,0.12462908011869436
Sant Gervasi - Galvany,2018-07-01,119.1167192429022,317,210.41955835962145,0.5615141955835962,0.3943217665615142,0.12618296529968454
Sant Gervasi - Galvany,2018-10-01,144.90769230769232,325,218.27076923076922,0.5876923076923077,0.4584615384615385,0.14461538461538462
Sant Gervasi - Galvany,2019-01-01,128.221875,320,228.284375,0.634375,0.484375,0.15625
Sant Gervasi - Galvany,2019-04-01,124.409375,320,197.978125,0.578125,0.43125,0.25625
Sant Gervasi - Galvany,2019-07-01,133.68347338935575,357,184.23529411764707,0.5518207282913166,0.42016806722689076,0.22408963585434175
Sant Gervasi - Galvany,2019-10-01,118.2038567493113,363,191.66666666666666,0.5289256198347108,0.39669421487603307,0.15702479338842976
Sant Gervasi - Galvany,2020-01-01,121.52298850574712,348,182.91091954022988,0.5086206896551724,0.3936781609195402,0.10919540229885058
Sant Gervasi - Galvany,2020-04-01,152.4343163538874,373,202.4396782841823,0.5603217158176944,0.4262734584450402,0.08847184986595175
Sant Gervasi - Galvany,2020-07-01,153.36989795918367,392,194.60714285714286,0.5739795918367347,0.4030612244897959,0.1683673469387755
Sant Gervasi - Galvany,2020-10-01,131.94004796163068,417,196.60911270983215,0.5875299760191847,0.42685851318944845,0.1750599520383693
Sant Gervasi - Galvany,2021-01-01,119.26328217237308,847,204.38842975206612,0.5997638724911453,0.45808736717827625,0.20306965761511217
Sant Gervasi - la Bonanova,2015-04-01,84.0909090909091,55,298.25454545454545,0.5818181818181818,0.12727272727272726,0.09090909090909091
Sant Gervasi - la Bonanova,2015-07-01,88.93650793650794,63,246.11111111111111,0.6190476190476191,0.09523809523809523,0.06349206349206349
Sant Gervasi - la Bonanova,2015-10-01,76.01538461538462,65,263.03076923076924,0.5538461538461539,0.07692307692307693,0.015384615384615385
Sant Gervasi - la Bonanova,2016-01-01,91.64516129032258,62,286.80645161290323,0.5161290322580645,0.08064516129032258,0.016129032258064516
Sant Gervasi - la Bonanova,2016-10-01,85.89855072463769,69,170.95652173913044,0.5797101449275363,0.057971014492753624,0.0
Sant Gervasi - la Bonanova,2017-01-01,93.25757575757575,66,191.42424242424244,0.5151515151515151,0.07575757575757576,0.015151515151515152
Sant Gervasi - la Bonanova,2017-04-01,93.51428571428572,70,167.68571428571428,0.5285714285714286,0.08571428571428572,0.014285714285714285
Sant Gervasi - la Bonanova,2017-07-01,85.98550724637681,69,129.43478260869566,0.5072463768115942,0.043478260869565216,0.0
Sant Gervasi - la Bonanova,2017-10-01,96.8360655737705,61,120.11475409836065,0.5081967213114754,0.03278688524590164,0.0
Sant Gervasi - la Bonanova,2018-01-01,82.27586206896552,58,153.79310344827587,0.5344827586206896,0.08620689655172414,0.017241379310344827
Sant Gervasi - la Bonanova,2018-04-01,92.25806451612904,62,150.0,0.5,0.06451612903225806,0.016129032258064516
Sant Gervasi - la Bonanova,2018-07-01,74.6,50,178.22,0.4,0.1,0.02
Sant Gervasi - la Bonanova,2018-10-01,76.92857142857143,42,194.92857142857142,0.40476190476190477,0.14285714285714285,0.0
Sant Gervasi - la Bonanova,2019-01-01,61.38297872340426,47,173.25531914893617,0.40425531914893614,0.14893617021276595,0.0
Sant Gervasi - la Bonanova,2019-04-01,69.42553191489361,47,162.10638297872342,0.44680851063829785,0.14893617021276595,0.06382978723404255
Sant Gervasi - la Bonanova,2019-07-01,73.08064516129032,62,172.2741935483871,0.46774193548387094,0.20967741935483872,0.04838709677419355
Sant Gervasi - la Bonanova,2019-10-01,347.7692307692308,52,173.82692307692307,0.38461538461538464,0.1346153846153846,0.057692307692307696
Sant Gervasi - la Bonanova,2020-01-01,363.9,50,167.76,0.38,0.12,0.02
Sant Gervasi - la Bonanova,2020-04-01,80.2,60,184.4,0.4,0.15,0.03333333333333333
Sant Gervasi - la Bonanova,2020-07-01,81.62711864406779,59,196.38983050847457,0.4576271186440678,0.1864406779661017,0.1016949152542373
Sant Gervasi - la Bonanova,2020-10-01,85.3103448275862,58,161.20689655172413,0.41379310344827586,0.20689655172413793,0.10344827586206896
Sant Gervasi - la Bonanova,2021-01-01,79.82075471698113,106,173.64150943396226,0.49056603773584906,0.33962264150943394,0.18867924528301888
Sant Martí de Provençals,2015-04-01,44.56666666666667,30,296.8333333333333,0.43333333333333335,0.03333333333333333,0.0
Sant Martí de Provençals,2015-07-01,42.073170731707314,41,263.0975609756098,0.36585365853658536,0.024390243902439025,0.0
Sant Martí de Provençals,2015-10-01,44.357142857142854,42,250.73809523809524,0.38095238095238093,0.047619047619047616,0.0
Sant Martí de Provençals,2016-01-01,39.26190476190476,42,273.5238095238095,0.3333333333333333,0.023809523809523808,0.0
Sant Martí de Provençals,2016-10-01,37.48529411764706,68,224.0,0.22058823529411764,0.0,0.0
Sant Martí de Provençals,2017-01-01,36.18055555555556,72,223.83333333333334,0.20833333333333334,0.0,0.0
Sant Martí de Provençals,2017-04-01,38.513513513513516,74,183.35135135135135,0.16216216216216217,0.0,0.0
Sant Martí de Provençals,2017-07-01,49.9875,80,166.225,0.2125,0.0,0.0
Sant Martí de Provençals,2017-10-01,46.28735632183908,87,172.71264367816093,0.1839080459770115,0.0,0.0
Sant Martí de Provençals,2018-01-01,43.16279069767442,86,178.98837209302326,0.16279069767441862,0.0,0.0
Sant Martí de Provençals,2018-04-01,43.670731707317074,82,148.28048780487805,0.15853658536585366,0.0,0.0
Sant Martí de Provençals,2018-07-01,45.857142857142854,84,163.13095238095238,0.14285714285714285,0.0,0.0
Sant Martí de Provençals,2018-10-01,46.956989247311824,93,141.72043010752688,0.17204301075268819,0.0,0.0
Sant Martí de Provençals,2019-01-01,43.8876404494382,89,150.56179775280899,0.14606741573033707,0.0,0.0
Sant Martí de Provençals,2019-04-01,40.06024096385542,83,133.710843373494,0.10843373493975904,0.0,0.0
Sant Martí de Provençals,2019-07-01,47.16842105263158,95,141.31578947368422,0.1368421052631579,0.0,0.0
Sant Martí de Provençals,2019-10-01,45.59,100,152.56,0.16,0.02,0.0
Sant Martí de Provençals,2020-01-01,46.149532710280376,107,147.00934579439252,0.19626168224299065,0.037383177570093455,0.0
Sant Martí de Provençals,2020-04-01,46.77777777777778,99,139.63636363636363,0.21212121212121213,0.050505050505050504,0.010101010101010102
Sant Martí de Provençals,2020-07-01,46.08411214953271,107,144.48598130841123,0.2336448598130841,0.037383177570093455,0.0
Sant Martí de Provençals,2020-10-01,44.26732673267327,101,130.26732673267327,0.2376237623762376,0.039603960396039604,0.009900990099009901
Sant Martí de Provençals,2021-01-01,43.691428571428574,175,141.06857142857143,0.22285714285714286,0.03428571428571429,0.03428571428571429
"Sant Pere, Santa Caterina i la Ribera",2015-04-01,73.34330011074196,903,262.921373200443,0.6312292358803987,0.12846068660022147,0.016611295681063124
"Sant Pere, Santa Caterina i la Ribera",2015-07-01,75.12477558348294,1114,259.64183123877916,0.6077199281867145,0.10682226211849193,0.0026929982046678637
"Sant Pere, Santa Caterina i la Ribera",2015-10-01,72.41044104410442,1111,271.62916291629165,0.5805580558055805,0.0675067506750675,0.0018001800180018
"Sant Pere, Santa Caterina i la Ribera",2016-01-01,72.7399193548387,992,260.6391129032258,0.561491935483871,0.07358870967741936,0.0
"Sant Pere, Santa Caterina i la Ribera",2016-10-01,79.54495412844037,1090,213.88990825688074,0.5348623853211009,0.0853211009174312,0.0027522935779816515
"Sant Pere, Santa Caterina i la Ribera",2017-01-01,79.78122151321787,1097,201.98176845943482,0.5305378304466728,0.08386508659981769,0.008204193254329991
"Sant Pere, Santa Caterina i la Ribera",2017-04-01,85.94139886578449,1058,165.97826086956522,0.5217391304347826,0.09924385633270322,0.030245746691871456
"Sant Pere, Santa Caterina i la Ribera",2017-07-01,87.29698149951315,1027,159.4313534566699,0.48880233690360275,0.08081791626095423,0.02629016553067186
"Sant Pere, Santa Caterina i la Ribera",2017-10-01,82.64600938967136,1065,166.59154929577466,0.4469483568075117,0.04788732394366197,0.02535211267605634
"Sant Pere, Santa Caterina i la Ribera",2018-01-01,78.50784313725491,1020,164.03529411764706,0.45,0.06568627450980392,0.03235294117647059
"Sant Pere, Santa Caterina i la Ribera",2018-04-01,81.19940769990129,1013,151.2309970384995,0.43632773938795655,0.08390918065153011,0.034550839091806514
"Sant Pere, Santa Caterina i la Ribera",2018-07-01,79.09271523178808,906,155.22295805739515,0.31677704194260486,0.10816777041942605,0.03642384105960265
"Sant Pere, Santa Caterina i la Ribera",2018-10-01,82.21421709894332,1041,185.6330451488953,0.4390009606147935,0.21133525456292027,0.05475504322766571
"Sant Pere, Santa Caterina i la Ribera",2019-01-01,81.466791393826,1069,192.3442469597755,0.5144995322731525,0.2853133769878391,0.0832553788587465
"Sant Pere, Santa Caterina i la Ribera",2019-04-01,74.19010669253153,1031,174.32880698351116,0.5198836081474297,0.27449078564500484,0.09699321047526673
"Sant Pere, Santa Caterina i la Ribera",2019-07-01,85.90008613264428,1161,173.42721791559,0.5193798449612403,0.2558139534883721,0.08957795004306632
"Sant Pere, Santa Caterina i la Ribera",2019-10-01,81.69670152855994,1243,175.03378921962994,0.49798873692679,0.25341914722445696,0.08769106999195495
"Sant Pere, Santa Caterina i la Ribera",2020-01-01,84.23203125,1280,181.58984375,0.5078125,0.26171875,0.0921875
"Sant Pere, Santa Caterina i la Ribera",2020-04-01,97.01203912716328,1329,201.59518434913468,0.4928517682468021,0.2836719337848006,0.08878856282919488
"Sant Pere, Santa Caterina i la Ribera",2020-07-01,98.06138306138305,1287,194.53069153069154,0.5097125097125097,0.2665112665112665,0.07925407925407925
"Sant Pere, Santa Caterina i la Ribera",2020-10-01,76.4921630094044,1276,194.9976489028213,0.5376175548589341,0.2774294670846395,0.0877742946708464
"Sant Pere, Santa Caterina i la Ribera",2021-01-01,79.43256433007986,2254,188.7173913043478,0.541259982253771,0.29547471162378,0.08961845607808341
Sants,2015-04-01,69.62569832402235,179,286.68715083798884,0.5754189944134078,0.05027932960893855,0.0
Sants,2015-07-01,64.78333333333333,180,275.6166666666667,0.5333333333333333,0.10555555555555556,0.005555555555555556
Sants,2015-10-01,59.22274881516588,211,285.9478672985782,0.4786729857819905,0.06635071090047394,0.0
Sants,2016-01-01,58.594795539033456,269,293.9368029739777,0.4684014869888476,0.048327137546468404,0.0
Sants,2016-10-01,66.67477203647417,329,238.34650455927053,0.47416413373860183,0.057750759878419454,0.0121580547112462
Sants,2017-01-01,68.97304582210242,371,225.28840970350404,0.5067385444743935,0.09433962264150944,0.03234501347708895
Sants,2017-04-01,74.8659217877095,358,187.0223463687151,0.5083798882681564,0.09776536312849161,0.030726256983240222
Sants,2017-07-01,77.85106382978724,376,174.8404255319149,0.5026595744680851,0.09308510638297872,0.02925531914893617
Sants,2017-10-01,74.10140845070423,355,180.97464788732395,0.4647887323943662,0.09014084507042254,0.03380281690140845
Sants,2018-01-01,65.6027397260274,365,189.17534246575343,0.4383561643835616,0.0958904109589041,0.0410958904109589
Sants,2018-04-01,70.86629526462396,359,167.88022284122562,0.45125348189415043,0.10306406685236769,0.04456824512534819
Sants,2018-07-01,71.18598382749326,371,175.83827493261455,0.39892183288409705,0.11590296495956873,0.04851752021563342
Sants,2018-10-01,71.59154929577464,355,193.7830985915493,0.4422535211267606,0.10140845070422536,0.036619718309859155
Sants,2019-01-01,94.86792452830188,371,201.73584905660377,0.46630727762803237,0.11859838274932614,0.04851752021563342
Sants,2019-04-01,97.77005347593582,374,164.59893048128342,0.4679144385026738,0.15508021390374332,0.0481283422459893
Sants,2019-07-01,99.01025641025642,390,167.82564102564103,0.47435897435897434,0.14358974358974358,0.038461538461538464
Sants,2019-10-01,75.09343434343434,396,168.0151515151515,0.49242424242424243,0.15151515151515152,0.030303030303030304
Sants,2020-01-01,75.81546134663341,401,171.5635910224439,0.4912718204488778,0.1371571072319202,0.032418952618453865
Sants,2020-04-01,79.74514563106796,412,190.30339805825244,0.5024271844660194,0.15776699029126215,0.043689320388349516
Sants,2020-07-01,89.9628712871287,404,168.18564356435644,0.4777227722772277,0.17574257425742573,0.04702970297029703
Sants,2020-10-01,70.75421686746988,415,169.59036144578315,0.4578313253012048,0.18795180722891566,0.05301204819277108
Sants,2021-01-01,75.42021924482339,821,180.59805115712547,0.4543239951278928,0.220462850182704,0.05602923264311815
Sants - Badal,2015-04-01,44.661764705882355,68,269.4117647058824,0.4411764705882353,0.058823529411764705,0.0
Sants - Badal,2015-07-01,50.725806451612904,62,283.0483870967742,0.45161290322580644,0.14516129032258066,0.0
Sants - Badal,2015-10-01,46.88461538461539,78,264.6923076923077,0.4358974358974359,0.08974358974358974,0.0
Sants - Badal,2016-01-01,44.73863636363637,88,249.4318181818182,0.375,0.07954545454545454,0.0
Sants - Badal,2016-10-01,56.916030534351144,131,228.6412213740458,0.366412213740458,0.11450381679389313,0.030534351145038167
Sants - Badal,2017-01-01,52.98692810457516,153,217.8235294117647,0.35294117647058826,0.1111111111111111,0.0392156862745098
Sants - Badal,2017-04-01,56.729559748427675,159,174.35849056603774,0.39622641509433965,0.09433962264150944,0.018867924528301886
Sants - Badal,2017-07-01,60.924731182795696,186,180.45698924731184,0.34408602150537637,0.06451612903225806,0.03763440860215054
Sants - Badal,2017-10-01,60.69590643274854,171,190.77777777777777,0.38596491228070173,0.10526315789473684,0.017543859649122806
Sants - Badal,2018-01-01,83.31118881118881,286,191.45454545454547,0.46853146853146854,0.08041958041958042,0.03496503496503497
Sants - Badal,2018-04-01,81.90879478827361,307,168.2899022801303,0.4495114006514658,0.0781758957654723,0.029315960912052116
Sants - Badal,2018-07-01,60.24375,160,163.28125,0.325,0.14375,0.0375
Sants - Badal,2018-10-01,75.62576687116564,163,185.06134969325154,0.37423312883435583,0.15337423312883436,0.04294478527607362
Sants - Badal,2019-01-01,63.289940828402365,169,172.55029585798817,0.39644970414201186,0.1893491124260355,0.04142011834319527
Sants - Badal,2019-04-01,59.3680981595092,163,167.01840490797545,0.3558282208588957,0.1656441717791411,0.04294478527607362
Sants - Badal,2019-07-01,59.42162162162162,185,166.74054054054054,0.3621621621621622,0.14594594594594595,0.05405405405405406
Sants - Badal,2019-10-01,61.92391304347826,184,169.40217391304347,0.3858695652173913,0.15217391304347827,0.05434782608695652
Sants - Badal,2020-01-01,68.56852791878173,197,191.45685279187816,0.40609137055837563,0.14213197969543148,0.06598984771573604
Sants - Badal,2020-04-01,80.78061224489795,196,203.53571428571428,0.42346938775510207,0.15816326530612246,0.08163265306122448
Sants - Badal,2020-07-01,97.27403846153847,208,198.31730769230768,0.4519230769230769,0.18269230769230768,0.07692307692307693
Sants - Badal,2020-10-01,60.26829268292683,205,184.81951219512194,0.43902439024390244,0.1951219512195122,0.08780487804878048
Sants - Badal,2021-01-01,67.33060109289617,366,187.8306010928962,0.3879781420765027,0.18579234972677597,0.09836065573770492
Sarrià,2015-04-01,90.07894736842105,38,261.0263157894737,0.6578947368421053,0.15789473684210525,0.05263157894736842
Sarrià,2015-07-01,103.86,50,251.34,0.7,0.08,0.04
Sarrià,2015-10-01,104.13157894736842,38,286.3421052631579,0.631578947368421,0.10526315789473684,0.05263157894736842
Sarrià,2016-01-01,95.4390243902439,41,294.219512195122,0.6585365853658537,0.04878048780487805,0.0
Sarrià,2016-10-01,87.97872340425532,47,225.9787234042553,0.5531914893617021,0.0425531914893617,0.0
Sarrià,2017-01-01,73.43181818181819,44,225.02272727272728,0.4772727272727273,0.045454545454545456,0.0
Sarrià,2017-04-01,137.7659574468085,47,227.48936170212767,0.44680851063829785,0.0425531914893617,0.0
Sarrià,2017-07-01,77.03846153846153,52,191.07692307692307,0.4423076923076923,0.019230769230769232,0.0
Sarrià,2017-10-01,78.07843137254902,51,229.2156862745098,0.3137254901960784,0.0392156862745098,0.0
Sarrià,2018-01-01,73.63461538461539,52,215.26923076923077,0.3076923076923077,0.038461538461538464,0.0
Sarrià,2018-04-01,78.82978723404256,47,199.3404255319149,0.2978723404255319,0.0425531914893617,0.0
Sarrià,2018-07-01,63.59574468085106,47,181.95744680851064,0.23404255319148937,0.0425531914893617,0.0
Sarrià,2018-10-01,58.925,40,186.85,0.3,0.075,0.0
Sarrià,2019-01-01,67.71875,32,196.09375,0.25,0.0625,0.0
Sarrià,2019-04-01,69.83870967741936,31,140.06451612903226,0.25806451612903225,0.06451612903225806,0.0
Sarrià,2019-07-01,83.95454545454545,44,154.04545454545453,0.4318181818181818,0.06818181818181818,0.0
Sarrià,2019-10-01,81.1,40,137.15,0.325,0.05,0.0
Sarrià,2020-01-01,81.90697674418605,43,157.7674418604651,0.37209302325581395,0.06976744186046512,0.0
Sarrià,2020-04-01,80.2,40,193.05,0.275,0.075,0.0
Sarrià,2020-07-01,71.65,40,186.45,0.3,0.025,0.0
Sarrià,2020-10-01,68.13888888888889,36,191.5,0.25,0.027777777777777776,0.0
Sarrià,2021-01-01,73.9090909090909,66,205.77272727272728,0.24242424242424243,0.030303030303030304,0.0
Torre Baró,2015-04-01,34.333333333333336,3,322.3333333333333,0.3333333333333333,0.0,0.0
Torre Baró,2015-07-01,30.75,4,275.0,0.25,0.0,0.0
Torre Baró,2015-10-01,32.333333333333336,6,308.1666666666667,0.16666666666666666,0.0,0.0
Torre Baró,2016-01-01,30.333333333333332,6,311.5,0.16666666666666666,0.0,0.0
Torre Baró,2016-10-01,34.5,6,282.1666666666667,0.16666666666666666,0.0,0.0
Torre Baró,2017-01-01,40.25,4,263.75,0.25,0.0,0.0
Torre Baró,2017-04-01,36.0,6,283.3333333333333,0.16666666666666666,0.0,0.0
Torre Baró,2017-07-01,38.42857142857143,7,209.85714285714286,0.14285714285714285,0.0,0.0
Torre Baró,2017-10-01,38.75,8,182.125,0.0,0.0,0.0
Torre Baró,2018-01-01,36.875,8,207.375,0.0,0.0,0.0
Torre Baró,2018-04-01,36.111111111111114,9,216.88888888888889,0.0,0.0,0.0
Torre Baró,2018-07-01,36.1,10,198.7,0.0,0.0,0.0
Torre Baró,2018-10-01,34.72727272727273,11,194.9090909090909,0.0,0.0,0.0
Torre Baró,2019-01-01,35.0,10,173.1,0.0,0.0,0.0
Torre Baró,2019-04-01,46.42857142857143,7,151.14285714285714,0.0,0.0,0.0
Torre Baró,2019-07-01,41.25,4,224.25,0.0,0.0,0.0
Torre Baró,2019-10-01,48.833333333333336,6,166.16666666666666,0.3333333333333333,0.0,0.0
Torre Baró,2020-01-01,57.0,4,160.75,0.25,0.0,0.0
Torre Baró,2020-04-01,42.666666666666664,3,267.0,0.0,0.0,0.0
Torre Baró,2020-07-01,39.5,4,153.5,0.0,0.0,0.0
Torre Baró,2020-10-01,40.0,4,160.0,0.0,0.0,0.0
Torre Baró,2021-01-01,35.8,10,246.8,0.0,0.0,0.0
Vallbona,2015-04-01,54.5,2,221.0,0.5,0.0,0.0
Vallbona,2016-10-01,55.5,4,265.0,0.5,0.0,0.0
Vallbona,2017-01-01,55.5,4,269.5,0.5,0.0,0.0
Vallbona,2017-04-01,45.75,4,258.75,0.25,0.0,0.0
Vallbona,2017-07-01,60.0,3,237.66666666666666,0.3333333333333333,0.0,0.0
