year,district_code,district_name,neighbourhood_code,neighbourhood_name,1 Spanish,1 foreigner,2 Spanish,2 foreigners,3 Spanish,3 foreigners,4 espanyols o més,more than 4 foreigners,no Spanish,no foreigner
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,5611.0,1811.0,4563.0,864.0,2658.0,463.0,1941.0,616.0,1747.0,12766.0
2020,10,Sant Martí,65,el Clot,3185.0,1031.0,2964.0,452.0,1922.0,261.0,1767.0,377.0,948.0,8665.0
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,2053.0,815.0,1689.0,397.0,1062.0,189.0,799.0,259.0,846.0,4789.0
2020,10,Sant Martí,67,la Vila Olímpica del Poblenou,850.0,485.0,800.0,212.0,661.0,99.0,730.0,129.0,504.0,2620.0
2020,10,Sant Martí,68,el Poblenou,4151.0,1829.0,3172.0,755.0,2245.0,437.0,2304.0,519.0,1888.0,10220.0
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,1516.0,629.0,1287.0,282.0,884.0,187.0,916.0,219.0,765.0,4051.0
2020,10,Sant Martí,70,el Besòs i el Maresme,2390.0,768.0,2221.0,440.0,1319.0,361.0,1187.0,735.0,1248.0,6061.0
2020,10,Sant Martí,71,Provençals del Poblenou,2315.0,754.0,2311.0,357.0,1575.0,237.0,1424.0,303.0,794.0,6768.0
2020,10,Sant Martí,72,Sant Martí de Provençals,3291.0,706.0,3159.0,347.0,1889.0,199.0,1621.0,341.0,669.0,9036.0
2020,10,Sant Martí,73,la Verneda i la Pau,3225.0,684.0,3625.0,329.0,2119.0,216.0,1816.0,434.0,699.0,9821.0
