"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Lloguer_mitja","Preu"
2015,"3",8,"Nou Barris",54,"Torre Baró","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2015,"3",8,"Nou Barris",55,"Ciutat Meridiana","Lloguer mitjà per superfície (Euros/m2 mes)",6
2015,"3",8,"Nou Barris",56,"Vallbona","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2015,"3",9,"Sant Andreu",57,"la Trinitat Vella","Lloguer mitjà per superfície (Euros/m2 mes)",9
2015,"3",9,"Sant Andreu",58,"Baró de Viver","Lloguer mitjà per superfície (Euros/m2 mes)",4
2015,"3",9,"Sant Andreu",59,"el Bon Pastor","Lloguer mitjà per superfície (Euros/m2 mes)",9
2015,"3",9,"Sant Andreu",60,"Sant Andreu","Lloguer mitjà per superfície (Euros/m2 mes)",11
2015,"3",9,"Sant Andreu",61,"la Sagrera","Lloguer mitjà per superfície (Euros/m2 mes)",10
2015,"3",9,"Sant Andreu",62,"el Congrés i els Indians","Lloguer mitjà per superfície (Euros/m2 mes)",10
2015,"3",9,"Sant Andreu",63,"Navas","Lloguer mitjà per superfície (Euros/m2 mes)",10
2015,"3",10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Lloguer mitjà per superfície (Euros/m2 mes)",11
2015,"3",10,"Sant Martí",65,"el Clot","Lloguer mitjà per superfície (Euros/m2 mes)",11
2015,"3",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",12
2015,"3",10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",16
2015,"3",10,"Sant Martí",68,"el Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",12
2015,"3",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",12
2015,"3",10,"Sant Martí",70,"el Besòs i el Maresme","Lloguer mitjà per superfície (Euros/m2 mes)",8
2015,"3",10,"Sant Martí",71,"Provençals del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",10
2015,"3",10,"Sant Martí",72,"Sant Martí de Provençals","Lloguer mitjà per superfície (Euros/m2 mes)",9
2015,"3",10,"Sant Martí",73,"la Verneda i la Pau","Lloguer mitjà per superfície (Euros/m2 mes)",9
2015,"4",1,"Ciutat Vella",1,"el Raval","Lloguer mitjà per superfície (Euros/m2 mes)",11.47
2015,"4",1,"Ciutat Vella",2,"el Barri Gòtic","Lloguer mitjà per superfície (Euros/m2 mes)",11.64
2015,"4",1,"Ciutat Vella",3,"la Barceloneta","Lloguer mitjà per superfície (Euros/m2 mes)",16.66
2015,"4",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Lloguer mitjà per superfície (Euros/m2 mes)",13.43
2015,"4",2,"Eixample",5,"el Fort Pienc","Lloguer mitjà per superfície (Euros/m2 mes)",11.36
2015,"4",2,"Eixample",6,"la Sagrada Família","Lloguer mitjà per superfície (Euros/m2 mes)",11.45
2015,"4",2,"Eixample",7,"la Dreta de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)",11.74
2015,"4",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)",11.8
2015,"4",2,"Eixample",9,"la Nova Esquerra de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)",11.81
2015,"4",2,"Eixample",10,"Sant Antoni","Lloguer mitjà per superfície (Euros/m2 mes)",11.19
2015,"4",3,"Sants-Montjuïc",11,"el Poble Sec","Lloguer mitjà per superfície (Euros/m2 mes)",11.68
2015,"4",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Lloguer mitjà per superfície (Euros/m2 mes)",6.96
2015,"4",3,"Sants-Montjuïc",13,"la Marina de Port","Lloguer mitjà per superfície (Euros/m2 mes)",8.78
2015,"4",3,"Sants-Montjuïc",14,"la Font de la Guatlla","Lloguer mitjà per superfície (Euros/m2 mes)",11.5
2015,"4",3,"Sants-Montjuïc",15,"Hostafrancs","Lloguer mitjà per superfície (Euros/m2 mes)",11.48
2015,"4",3,"Sants-Montjuïc",16,"la Bordeta","Lloguer mitjà per superfície (Euros/m2 mes)",10.32
2015,"4",3,"Sants-Montjuïc",17,"Sants - Badal","Lloguer mitjà per superfície (Euros/m2 mes)",10.99
2015,"4",3,"Sants-Montjuïc",18,"Sants","Lloguer mitjà per superfície (Euros/m2 mes)",11.25
2015,"4",4,"Les Corts",19,"les Corts","Lloguer mitjà per superfície (Euros/m2 mes)",12.38
2015,"4",4,"Les Corts",20,"la Maternitat i Sant Ramon","Lloguer mitjà per superfície (Euros/m2 mes)",11.88
2015,"4",4,"Les Corts",21,"Pedralbes","Lloguer mitjà per superfície (Euros/m2 mes)",15.65
2015,"4",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Lloguer mitjà per superfície (Euros/m2 mes)",9.75
2015,"4",5,"Sarrià-Sant Gervasi",23,"Sarrià","Lloguer mitjà per superfície (Euros/m2 mes)",15.98
2015,"4",5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Lloguer mitjà per superfície (Euros/m2 mes)",14.26
2015,"4",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Lloguer mitjà per superfície (Euros/m2 mes)",13.94
2015,"4",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Lloguer mitjà per superfície (Euros/m2 mes)",13.45
2015,"4",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Lloguer mitjà per superfície (Euros/m2 mes)",12.5
2015,"4",6,"Gràcia",28,"Vallcarca i els Penitents","Lloguer mitjà per superfície (Euros/m2 mes)",12.08
2015,"4",6,"Gràcia",29,"el Coll","Lloguer mitjà per superfície (Euros/m2 mes)",10.09
2015,"4",6,"Gràcia",30,"la Salut","Lloguer mitjà per superfície (Euros/m2 mes)",12.44
2015,"4",6,"Gràcia",31,"la Vila de Gràcia","Lloguer mitjà per superfície (Euros/m2 mes)",12.64
2015,"4",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Lloguer mitjà per superfície (Euros/m2 mes)",12.22
2015,"4",7,"Horta-Guinardó",33,"el Baix Guinardó","Lloguer mitjà per superfície (Euros/m2 mes)",11.14
2015,"4",7,"Horta-Guinardó",34,"Can Baró","Lloguer mitjà per superfície (Euros/m2 mes)",10.73
2015,"4",7,"Horta-Guinardó",35,"el Guinardó","Lloguer mitjà per superfície (Euros/m2 mes)",10.78
2015,"4",7,"Horta-Guinardó",36,"la Font d'en Fargues","Lloguer mitjà per superfície (Euros/m2 mes)",14.81
2015,"4",7,"Horta-Guinardó",37,"el Carmel","Lloguer mitjà per superfície (Euros/m2 mes)",9.31
2015,"4",7,"Horta-Guinardó",38,"la Teixonera","Lloguer mitjà per superfície (Euros/m2 mes)",9.44
2015,"4",7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Lloguer mitjà per superfície (Euros/m2 mes)",8.79
2015,"4",7,"Horta-Guinardó",40,"Montbau","Lloguer mitjà per superfície (Euros/m2 mes)",10.11
2015,"4",7,"Horta-Guinardó",41,"la Vall d'Hebron","Lloguer mitjà per superfície (Euros/m2 mes)",9.99
2015,"4",7,"Horta-Guinardó",42,"la Clota","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2015,"4",7,"Horta-Guinardó",43,"Horta","Lloguer mitjà per superfície (Euros/m2 mes)",9.82
2015,"4",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Lloguer mitjà per superfície (Euros/m2 mes)",9.63
2015,"4",8,"Nou Barris",45,"Porta","Lloguer mitjà per superfície (Euros/m2 mes)",9.92
2015,"4",8,"Nou Barris",46,"el Turó de la Peira","Lloguer mitjà per superfície (Euros/m2 mes)",9.24
2015,"4",8,"Nou Barris",47,"Can Peguera","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2015,"4",8,"Nou Barris",48,"la Guineueta","Lloguer mitjà per superfície (Euros/m2 mes)",8.16
2015,"4",8,"Nou Barris",49,"Canyelles","Lloguer mitjà per superfície (Euros/m2 mes)",7.84
2015,"4",8,"Nou Barris",50,"les Roquetes","Lloguer mitjà per superfície (Euros/m2 mes)",8.87
2015,"4",8,"Nou Barris",51,"Verdun","Lloguer mitjà per superfície (Euros/m2 mes)",10.07
2015,"4",8,"Nou Barris",52,"la Prosperitat","Lloguer mitjà per superfície (Euros/m2 mes)",9.53
2015,"4",8,"Nou Barris",53,"la Trinitat Nova","Lloguer mitjà per superfície (Euros/m2 mes)",8.75
2015,"4",8,"Nou Barris",54,"Torre Baró","Lloguer mitjà per superfície (Euros/m2 mes)",5.19
2015,"4",8,"Nou Barris",55,"Ciutat Meridiana","Lloguer mitjà per superfície (Euros/m2 mes)",6.66
2015,"4",8,"Nou Barris",56,"Vallbona","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2015,"4",9,"Sant Andreu",57,"la Trinitat Vella","Lloguer mitjà per superfície (Euros/m2 mes)",7.99
2015,"4",9,"Sant Andreu",58,"Baró de Viver","Lloguer mitjà per superfície (Euros/m2 mes)",NA
2015,"4",9,"Sant Andreu",59,"el Bon Pastor","Lloguer mitjà per superfície (Euros/m2 mes)",9.3
2015,"4",9,"Sant Andreu",60,"Sant Andreu","Lloguer mitjà per superfície (Euros/m2 mes)",10
2015,"4",9,"Sant Andreu",61,"la Sagrera","Lloguer mitjà per superfície (Euros/m2 mes)",10.58
2015,"4",9,"Sant Andreu",62,"el Congrés i els Indians","Lloguer mitjà per superfície (Euros/m2 mes)",9.23
2015,"4",9,"Sant Andreu",63,"Navas","Lloguer mitjà per superfície (Euros/m2 mes)",10.27
2015,"4",10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Lloguer mitjà per superfície (Euros/m2 mes)",11.18
2015,"4",10,"Sant Martí",65,"el Clot","Lloguer mitjà per superfície (Euros/m2 mes)",10.59
2015,"4",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",12.21
2015,"4",10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",13.13
2015,"4",10,"Sant Martí",68,"el Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",12.48
2015,"4",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",14.9
2015,"4",10,"Sant Martí",70,"el Besòs i el Maresme","Lloguer mitjà per superfície (Euros/m2 mes)",8.31
2015,"4",10,"Sant Martí",71,"Provençals del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)",10.89
2015,"4",10,"Sant Martí",72,"Sant Martí de Provençals","Lloguer mitjà per superfície (Euros/m2 mes)",9.46
2015,"4",10,"Sant Martí",73,"la Verneda i la Pau","Lloguer mitjà per superfície (Euros/m2 mes)",8.91
